park_name,county,park_identifier,park_address,fire_authority,jurisdiction,mh_spaces,rv_lots_wdrains,rv_lots_wo_drains,operated_by,street_add,city,phone_num,state,zip
SIERRA CT,SACRAMENTO,34-0099-MP,"5700 Auburn Blvd, Sacramento, Ca 95841, (916) 289-7355","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",10.0,0.0,0.0,"SIBELL, RON, 5700 AUBURN BLVD #1, SACRAMENTO, CA 95843",5700 Auburn Blvd,Sacramento, (916) 289-7355,CA,95841
MOBIL COUNTRY CLUB,SACRAMENTO,34-0105-MP,"2473 Sunrise Blvd, Rancho Cordova, Ca 95670, (916) 635-6166","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",479.0,0.0,0.0,"COUNTRY CLUB INVESTORS, PO BOX 580, ORANGEVALE, CA 95662",2473 Sunrise Blvd,Rancho Cordova, (916) 635-6166,CA,95670
SACRAMENTO VALLEY MOBILE HOME PARK,SACRAMENTO,34-0106-MP,"10090 Old Placerville Rd, Sacramento, Ca 95827, (408) 778-4456","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",32.0,0.0,0.0,"HAT CREEK CATTLE CO, LLC, 15105 CONCORD CIR # 220, MORGAN HILL, CA 95037",10090 Old Placerville Rd,Sacramento, (408) 778-4456,CA,95827
BAMBOO TREE MOBILE HOME PARK,SACRAMENTO,34-0107-MP,"8545 Folsom Blvd, Sacramento, Ca 95826, (916) 383-5303","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",63.0,27.0,0.0,"BAMBOO TREE MOBILE HOME AND RV PARK LLC, PO BOX 580, ORANGEVALE, CA 95662",8545 Folsom Blvd,Sacramento, (916) 383-5303,CA,95826
CEDARWOOD MH COMMUNITY,SACRAMENTO,34-0108-MP,"8665 Gerber Rd, Sacramento, Ca 95828, (916) 682-2125","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",192.0,0.0,0.0,"CEDARWOOD MOBILEHOME PARK I, 8665 GERBER RD, SACRAMENTO, CA 95828",8665 Gerber Rd,Sacramento, (916) 682-2125,CA,95828
HOLIDAY MOBILE VILLAGE,SACRAMENTO,34-0116-MP,"7628 Stockton Blvd, Sacramento, Ca 95823, (415) 722-0050","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",113.0,0.0,0.0,"HOLIDAY MHP, LLC, PO BOX 7537, MENLO PARK, CA 94026",7628 Stockton Blvd,Sacramento, (415) 722-0050,CA,95823
SACRAMENTO CITY MOBILE HOME COMMUNITY LP,SACRAMENTO,34-0120-MP,"6025 Dias Ave, Sacramento, Ca 95824, (916) 383-0197","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",222.0,0.0,0.0,"WILKS, DIANA, C/O OFFICE 6025 DIAS AVE, SACRAMENTO, CA 95824",6025 Dias Ave,Sacramento, (916) 383-0197,CA,95824
TWILIGHT MHP,SACRAMENTO,34-0121-MP,"12423 Folsom Blvd, Rancho Cordova, Ca 95670, (916) 351-0251","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",60.0,0.0,0.0,"TWILIGHT, LLC, PO BOX 7537, MENLO PARK, CA 94026",12423 Folsom Blvd,Rancho Cordova, (916) 351-0251,CA,95670
THE OAKS MHP,SACRAMENTO,34-0122-MP,"9761 E Stockton Blvd, Elk Grove, Ca 95624, (916) 685-2786","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",155.0,0.0,0.0,"CHURCHILL GROUP, LLC, 9761 E STOCKTON BLVD, ELK GROVE, CA 95624",9761 E Stockton Blvd,Elk Grove, (916) 685-2786,CA,95624
SPINDRIFT MARINA,SACRAMENTO,34-0123-MP,"841 W Brannan Island Rd, Isleton, Ca 95641, (916) 777-6041","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",46.0,0.0,0.0,"SPINDRIFT MOBILEHOME PARK, 1485 MAIN ST #202 C, SAINT HELENA, CA 94574",841 W Brannan Island Rd,Isleton, (916) 777-6041,CA,95641
COUNTRY SQUIRE ESTATES,SACRAMENTO,34-0124-MP,"5720 Oak Hill Dr, Sacramento, Ca 95841, (916) 332-5445","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",172.0,3.0,0.0,"COUNTRY SQUIRE INVESTORS, LLC, PO BOX 580, ORANGEVALE, CA 95662",5720 Oak Hill Dr,Sacramento, (916) 332-5445,CA,95841
COSY VILLA MHP,SACRAMENTO,34-0125-MP,"5791 Franklin Blvd, Sacramento, Ca 95824, (916) 451-0444","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20.0,0.0,0.0,"COSY VILLA MHP, LLC, PO BOX 214664, SACRAMENTO, CA 95821",5791 Franklin Blvd,Sacramento, (916) 451-0444,CA,95824
DELTA CROSSING MH PARK,SACRAMENTO,34-0126-MP,"10701 River Rd, Hood, Ca 95639, (925) 639-4814","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",20.0,0.0,0.0,"VIRVITCH, BILL & STELLA, PO BOX 142, HOOD, CA 95639",10701 River Rd,Hood, (925) 639-4814,CA,95639
RANCHO MARINA MOBILE HOME & RV PARK,SACRAMENTO,34-0127-MP,"395 Brannan Isle Rd, Isleton, Ca 95641, (916) 777-6135","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",32.0,43.0,0.0,"RANCHO MARINA MOBILE HOME & RV PARK LLC, 3511 EL CAMINO AVE SUITE 300-608, SACRAMENTO, CA 95821",395 Brannan Isle Rd,Isleton, (916) 777-6135,CA,95641
VIEIRAS RESORT INC,SACRAMENTO,34-0128-MP,"15476 Hwy 160, Isleton, Ca 95641, (916) 777-6661","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",65.0,24.0,40.0,"VIEIRAS RESORT INC, 15476 STATE HWY 160, ISLETON, CA 95641",15476 Hwy 160,Isleton, (916) 777-6661,CA,95641
"STONEGATE CITRUS HEIGHTS, LLC",SACRAMENTO,34-0129-MP,"7368 Whyte Ave, Citrus Heights, Ca 95621, (916) 728-5511","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",264.0,0.0,0.0,"HEATH, PAUL, 5339 PROSPECT RD #417, SAN JOSE, CA 95129",7368 Whyte Ave,Citrus Heights, (916) 728-5511,CA,95621
OLYMPIA MOBILODGE PARK,SACRAMENTO,34-0130-MP,"7461 Gerber Rd, Sacramento, Ca 95828, (916) 423-1093","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",200.0,0.0,0.0,"ENDOWMENT BOARD METHODIST CHURCH, 1341 W ROBINHOOD #A, STOCKTON, CA 95207",7461 Gerber Rd,Sacramento, (916) 423-1093,CA,95828
BROOKSIDE MH VILLAGE,SACRAMENTO,34-0132-MP,"5541 Madison Ave, Sacramento, Ca 95841, (650) 949-5992","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",80.0,0.0,0.0,"GOUNOD, ALBERT, PO BOX 3456, LOS ALTOS, CA 94024",5541 Madison Ave,Sacramento, (650) 949-5992,CA,95841
THE PROPERTY MHP,SACRAMENTO,34-0133-MP,"14710 Andrus Island Dr, Walnut Grove, Ca 95690, (916) 776-1383","null, null","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",15.0,0.0,0.0,"ENOS, JOSEPH & PAT, PO BOX 222, WALNUT GROVE, CA 95690",14710 Andrus Island Dr,Walnut Grove, (916) 776-1383,CA,95690
FAIRWAY ESTATES,SACRAMENTO,34-0134-MP,"5011 Hillsdale Blvd, N Highlands, Ca 95660, (916) 344-8688","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",201.0,0.0,0.0,"FAIRWAY ESTATES MHC LP, 18006 SKYPARK CIRCLE #200, IRVINE, CA 92614",5011 Hillsdale Blvd,N Highlands, (916) 344-8688,CA,95660
ANTELOPE MHC,SACRAMENTO,34-0135-MP,"3700 Antelope Rd, Antelope, Ca 95843, (916) 344-4414","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",154.0,0.0,0.0,"ANTELOPE MHC LP, 3511 DEL PASO RD RM 240 SUITE # 160, SACRAMENTO, CA 95835",3700 Antelope Rd,Antelope, (916) 344-4414,CA,95843
CORDOVAN MH ESTATES,SACRAMENTO,34-0136-MP,"10035 Mills Station Rd, Sacramento, Ca 95827, (916) 362-1158","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",177.0,0.0,0.0,"HEATH, PAUL C/O WEST COAST MANAGEMENT, 5339 PROSPECT ROAD #417, SAN JOSE, CA 95129",10035 Mills Station Rd,Sacramento, (916) 362-1158,CA,95827
OAK GROVE ESTATES,SACRAMENTO,34-0139-MP,"7700 Lauppe Ln, Citrus Heights, Ca 95621, (916) 725-1900","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",143.0,0.0,0.0,"OAK GROVE ESTATES LLC, 1912 BALBOA DR, ROSEVILLE, CA 95661",7700 Lauppe Ln,Citrus Heights, (916) 725-1900,CA,95621
LINDALE GREENS MHP,SACRAMENTO,34-0141-MP,"7611 Elsie Ave, Sacramento, Ca 95828, (916) 423-1095","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",136.0,0.0,0.0,"LINDALE GREENS ASSET PARTNERS LP, PO BOX 2308, LAGUNA HILLS, CA 92654",7611 Elsie Ave,Sacramento, (916) 423-1095,CA,95828
SOUTHGATE MOBILE ESTATES,SACRAMENTO,34-0142-MP,"3201 Florin Rd, Sacramento, Ca 95823, (916) 422-9076","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",434.0,0.0,0.0,"M H SOUTHGATE INVESTORS, C/O DOMINGUEZ HILLS ESTATES 3424 CARSON ST SUITE 550, TORRANCE, CA 90503",3201 Florin Rd,Sacramento, (916) 422-9076,CA,95823
ALMONDWOOD COMMUNITY,SACRAMENTO,34-0143-MP,"250 Main Ave, Sacramento, Ca 95838, (916) 564-1273","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",61.0,0.0,0.0,"MARINA VISTA INVESTORS, 1029 BISMARCK TER, BRENTWOOD, CA 94513",250 Main Ave,Sacramento, (916) 564-1273,CA,95838
EL DORADO WEST MHP,SACRAMENTO,34-0144-MP,"6301 Orange Ave, Sacramento, Ca 95823, (916) 422-2345","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",86.0,0.0,0.0,"ELDORADO MHP ASSET PARTNERS, LP, PO BOX 2308, LAGUNA HILLS, CA 92654",6301 Orange Ave,Sacramento, (916) 422-2345,CA,95823
LAGUNA DEL SOL,SACRAMENTO,34-0146-MP,"8683 Rawhide Ln, Wilton, Ca 95693, (916) 687-6550","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",42.0,125.0,41.0,"SCHELL, WAYNE & SUZANNE, C/O LAGUNA DEL SOL 8683 BOX 1  RAWHIDE LN, WILTON, CA 95693",8683 Rawhide Ln,Wilton, (916) 687-6550,CA,95693
LAMPLIGHTER MHP,SACRAMENTO,34-0147-MP,"5040 Jackson St, N Highlands, Ca 95660, (916) 331-7522","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",173.0,0.0,0.0,"LAMPLIGHTER MHP ASSOCIATES, L.P., 320 N PARK VISTA ST, ANAHEIM, CA 92806",5040 Jackson St,N Highlands, (916) 331-7522,CA,95660
HILLSDALE MHP,SACRAMENTO,34-0149-MP,"6300 Roseville Rd, Sacramento, Ca 95842, (916) 348-7364","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",211.0,0.0,0.0,"LA CUMBRE MANAGEMENT COMPANY, INC, 100 NORTH HOPE STREET #1, SANTA BARBARA, CA 93110",6300 Roseville Rd,Sacramento, (916) 348-7364,CA,95842
FOLSOM MOBILE MANOR ESTATES,SACRAMENTO,34-0150-MP,"9935 Inwood Rd, Folsom, Ca 95630, (916) 988-5356","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","FOLSOM BUILDING DEPARTMENT, COMMUNITY DEVELOPMENT, 50 NATOMA STREET, FOLSOM, CA 95630",63.0,0.0,0.0,"HELD, RICK, 3705 LINDBROOK DR, ROCKLIN, CA 95765",9935 Inwood Rd,Folsom, (916) 988-5356,CA,95630
SUNRISE VISTA MHP,SACRAMENTO,34-0151-MP,"6525 Sunrise Blvd, Citrus Heights, Ca 95610, (916) 725-4333","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",79.0,0.0,0.0,"FRIEDMAN, KEITH & HARRINGTON SUSAN, PO BOX 145, LAKE OSWEGO, OR 97034",6525 Sunrise Blvd,Citrus Heights, (916) 725-4333,CA,95610
BRIARWOOD MOBILE HOME PARK,SACRAMENTO,34-0152-MP,"2950 Routier Rd, Sacramento, Ca 95827, (916) 362-5722","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",105.0,0.0,0.0,"BRIARWOOD ASSOCIATES LP, 320 N PARK VISTA ST, ANAHEIM, CA 92806",2950 Routier Rd,Sacramento, (916) 362-5722,CA,95827
GOLF GREENS ESTATES,SACRAMENTO,34-0153-MP,"8665 Florin Rd, Sacramento, Ca 95828, (916) 383-1453","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",185.0,0.0,0.0,"8665 FLORIN ROAD HOMEOWNERS ASSN, 8665 FLORIN RD BOX 187, SACRAMENTO, CA 95828",8665 Florin Rd,Sacramento, (916) 383-1453,CA,95828
STADIUM CLUB ESTATES,SACRAMENTO,34-0154-MP,"4200 El Centro Rd, Sacramento, Ca 95834, (916) 419-8795","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",174.0,0.0,0.0,"6 STAR PROPERTIES, 5703 MCHENRY AVE, MODESTO, CA 95356",4200 El Centro Rd,Sacramento, (916) 419-8795,CA,95834
BIG OAK MHP,SACRAMENTO,34-0156-MP,"8300 Old Auburn Blvd, Citrus Heights, Ca 95610, (916) 725-0670","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",206.0,0.0,0.0,"BIG OAK INVESTMENTS, PO BOX 783, KENTFIELD, CA 94914",8300 Old Auburn Blvd,Citrus Heights, (916) 725-0670,CA,95610
BRADSHAW MHP,SACRAMENTO,34-0157-MP,"3501 Bradshaw Rd, Sacramento, Ca 95827, (916) 363-5403","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",140.0,0.0,0.0,"BRADSHAW MOBILEHOME PARK, PO BOX 255588, SACRAMENTO, CA 95865",3501 Bradshaw Rd,Sacramento, (916) 363-5403,CA,95827
CAMELLIA VILLAGE MH ESTATES,SACRAMENTO,34-0158-MP,"8231 Gerber Rd, Sacramento, Ca 95828, (916) 423-1110","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",244.0,0.0,0.0,"ENDOWMENT BOARD METHODIST CHURCH, 1341 W ROBINHOOD #A, STOCKTON, CA 95207",8231 Gerber Rd,Sacramento, (916) 423-1110,CA,95828
VILLAGE GREEN MOBILE MANOR,SACRAMENTO,34-0159-MP,"1896 Bell Ave, Sacramento, Ca 95838, (916) 929-4000","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",234.0,0.0,0.0,"ROYCE VILLAGE GREEN LLC, 4742 N 24TH STREET ST#325, PHOENIX, AZ 85016",1896 Bell Ave,Sacramento, (916) 929-4000,CA,95838
CREEKSIDE ESTATES,SACRAMENTO,34-0160-MP,"6000 Greenback Ln, Citrus Heights, Ca 95610, (916) 726-2242","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",192.0,0.0,0.0,"HOMETOWN AMERICA MANAGEMENT LP, 150 N WACKER, CHICAGO, IL 60606",6000 Greenback Ln,Citrus Heights, (916) 726-2242,CA,95610
CAPITAL ESTATES,SACRAMENTO,34-0163-MP,"6701 63Rd St, Sacramento, Ca 95828, (916) 383-7543","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",256.0,0.0,0.0,"CAPITAL MOBILE ESTATES LLC, 9150 WILSHIRE BLVD SUITE # 300, BEVERLY HILLS, CA 90212",6701 63Rd St,Sacramento, (916) 383-7543,CA,95828
THREE PALMS MOBILE ESTATES,SACRAMENTO,34-0164-MP,"604 Pringle Ave, Galt, Ca 95632, (209) 745-3426","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",129.0,0.0,0.0,"BELDT, HOMER, 827 BLACK DIAMOND WAY #A, LODI, CA 95240",604 Pringle Ave,Galt, (209) 745-3426,CA,95632
PINEBROOK MOBILE VILLAGE,SACRAMENTO,34-0165-MP,"7900 Folsom Auburn Rd, Folsom, Ca 95630, (916) 988-6636","null, null","FOLSOM BUILDING DEPARTMENT, COMMUNITY DEVELOPMENT, 50 NATOMA STREET, FOLSOM, CA 95630",336.0,0.0,0.0,"NEVA CIMAROLI, ET AL, 7900 FOLSOM AUBURN RD, FOLSOM, CA 95630",7900 Folsom Auburn Rd,Folsom, (916) 988-6636,CA,95630
STILLMAN MHP,SACRAMENTO,34-0167-MP,"3880 Stillman Park Cir, Sacramento, Ca 95824, (916) 392-2820","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",22.0,49.0,1.0,"TKMAD, LLC, 640 BAILEY ROAD #158, PITTSBURG, CA 94565",3880 Stillman Park Cir,Sacramento, (916) 392-2820,CA,95824
MEADOWBROOK MHP,SACRAMENTO,34-0168-MP,"5700 Antelope Rd, Sacramento, Ca 95842, (916) 334-0737","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",269.0,0.0,0.0,"MEADBROOK INVESTORS, PO BOX 620580, ORANGEVALE, CA 95662",5700 Antelope Rd,Sacramento, (916) 334-0737,CA,95842
HERITAGE OAK GLEN MHP,SACRAMENTO,34-0169-MP,"6900 Almond Ave, Orangevale, Ca 95662, (916) 988-6668","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",121.0,0.0,0.0,"HERITAGE OAK MHP, LLC, C/O STORZ MANAGEMENT CO PO BOX 580, ORANGEVALE, CA 95662",6900 Almond Ave,Orangevale, (916) 988-6668,CA,95662
LAKEVIEW VILLAGE MHP,SACRAMENTO,34-0170-MP,"6211 Summerset Ln, Citrus Heights, Ca 95621, (916) 726-8291","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",531.0,0.0,0.0,"LAKEVIEW VILLAGE MHP, 430 S SAN DIMAS AVE, SAN DIMAS, CA 91773",6211 Summerset Ln,Citrus Heights, (916) 726-8291,CA,95621
TUNNEL TRAILER PARK,SACRAMENTO,34-0171-MP,"14370 Hwy 160, Walnut Grove, Ca 95690, (916) 776-1893","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",5.0,17.0,0.0,"FISHER, SHARON, 14370 HWY 160 SPACE # 3, WALNUT GROVE, CA 95690",14370 Hwy 160,Walnut Grove, (916) 776-1893,CA,95690
LAKESIDE VILLAGE MOBILE HOME PARK,SACRAMENTO,34-0172-MP,"7700 Lakeside Way, Folsom, Ca 95630, (916) 988-6614","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","FOLSOM BUILDING DEPARTMENT, COMMUNITY DEVELOPMENT, 50 NATOMA STREET, FOLSOM, CA 95630",181.0,0.0,0.0,"LAKESIDE VILLAGE MOBILEHOME PARK, LLC, 8725 TECHNOLOGY WAY C-1, RENO, NV 89521",7700 Lakeside Way,Folsom, (916) 988-6614,CA,95630
CENTENNIAL ESTATES,SACRAMENTO,34-0173-MP,"9885 Mills Station Rd, Sacramento, Ca 95827, (916) 362-0684","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",183.0,0.0,0.0,"CENTENNIAL ESTATES, LLC, C/O BESSIRE & CASENHISER 430 S SAN DIMAS AVE, SAN DIMAS, CA 91773",9885 Mills Station Rd,Sacramento, (916) 362-0684,CA,95827
SIERRA MEADOWS MOBILE ESTATES,SACRAMENTO,34-0174-MP,"7600 Daly Ave, Citrus Heights, Ca 95621, (916) 726-1500","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826","HCD - NORTHERN AREA OFFICE, 9342 TECH CENTER DR, SUITE # 550, SACRAMENTO, CA 95826",240.0,0.0,0.0,"SIERRA MEADOWS, LLC, PO BOX 785, KENTFIELD, CA 94914",7600 Daly Ave,Citrus Heights, (916) 726-1500,CA,95621
